OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Revenue,Total Unit Cost
7400,29-08-2016,2,Wholesale,USD,FLR025,60,2,6,3899.4,23396.4,2612.598
7401,29-08-2016,28,Wholesale,USD,NXH382,48,2,12,1715.2,20582.4,874.752
7402,29-08-2016,11,Distributor,USD,NXH382,51,14,6,2331.6,13989.6,1095.852
7403,30-08-2016,13,Distributor,USD,AXW291,25,8,7,991.6,6941.2,485.884
7404,31-08-2016,4,Wholesale,USD,NXH382,48,7,9,5936.2,53425.8,3561.72
7405,31-08-2016,45,Wholesale,USD,NXH382,54,5,8,891.1,7128.8,623.77
7406,31-08-2016,8,Wholesale,USD,AXW291,5,3,10,1708.5,17085,1008.015
7407,31-08-2016,46,Distributor,USD,FLR025,62,13,12,1889.4,22672.8,963.594
7408,31-08-2016,44,Wholesale,USD,FLR025,62,1,12,5540.9,66490.8,2659.632
7409,01-09-2016,21,Distributor,USD,NXH382,55,11,9,6003.2,54028.8,2401.28
7410,01-09-2016,1,Wholesale,USD,AXW291,24,13,6,864.3,5185.8,656.868
7411,01-09-2016,11,Wholesale,USD,AXW291,17,5,10,1092.1,10921,502.366
7412,01-09-2016,30,Wholesale,USD,GUT930,43,2,12,2452.2,29426.4,1814.628
7413,01-09-2016,37,Wholesale,USD,FLR025,65,2,7,207.7,1453.9,176.545
7414,01-09-2016,43,Export,USD,AXW291,23,2,12,5313.1,63757.2,2815.943
7415,01-09-2016,28,Wholesale,USD,AXW291,20,2,5,1132.3,5661.5,826.579
7416,02-09-2016,15,Distributor,USD,NXH382,48,7,5,3953,19765,1699.79
7417,02-09-2016,36,Wholesale,USD,AXW291,15,12,9,5440.4,48963.6,4461.128
7418,02-09-2016,46,Wholesale,USD,AXW291,28,11,6,1011.7,6070.2,829.594
7419,02-09-2016,37,Wholesale,USD,FLR025,61,7,6,716.9,4301.4,508.999
7420,02-09-2016,44,Export,USD,GUT930,37,2,6,207.7,1246.2,153.698
7421,03-09-2016,39,Wholesale,USD,FLR025,65,1,10,3839.1,38391,2303.46
7422,03-09-2016,33,Wholesale,USD,GUT930,43,11,6,3383.5,20301,2774.47
7423,03-09-2016,49,Distributor,USD,AXW291,4,11,7,857.6,6003.2,445.952
7424,03-09-2016,6,Wholesale,USD,AXW291,3,7,7,730.3,5112.1,496.604
7425,04-09-2016,28,Distributor,USD,AXW291,6,1,7,1902.8,13319.6,1065.568
7426,04-09-2016,1,Export,USD,NXH382,52,7,6,2994.9,17969.4,2455.818
7427,04-09-2016,47,Wholesale,USD,AXW291,27,11,8,3986.5,31892,2072.98
7428,04-09-2016,9,Distributor,USD,NXH382,59,7,7,770.5,5393.5,562.465
7429,04-09-2016,34,Wholesale,USD,AXW291,2,7,6,3966.4,23798.4,2974.8
7430,04-09-2016,49,Distributor,USD,NXH382,51,7,8,944.7,7557.6,651.843
7431,04-09-2016,20,Distributor,USD,AXW291,17,13,9,911.2,8200.8,537.608
7432,04-09-2016,9,Wholesale,USD,AXW291,7,1,7,2519.2,17634.4,1662.672
7433,05-09-2016,43,Export,USD,AXW291,22,13,7,241.2,1688.4,154.368
7434,05-09-2016,10,Wholesale,USD,AXW291,22,7,10,1768.8,17688,1238.16
7435,05-09-2016,39,Wholesale,USD,GUT930,34,12,8,1118.9,8951.2,839.175
7436,06-09-2016,6,Wholesale,USD,NXH382,52,2,11,1232.8,13560.8,813.648
7437,06-09-2016,8,Export,USD,AXW291,18,11,11,3819,42009,2902.44
7438,06-09-2016,10,Export,USD,NXH382,57,3,7,3919.5,27436.5,2508.48
7439,06-09-2016,9,Distributor,USD,AXW291,3,8,5,3028.4,15142,1907.892
7440,06-09-2016,48,Wholesale,USD,AXW291,5,9,5,227.8,1139,157.182
7441,07-09-2016,37,Wholesale,USD,FLR025,61,10,6,1882.7,11296.2,1581.468
7442,07-09-2016,25,Distributor,USD,GUT930,38,5,5,864.3,4321.5,363.006
7443,07-09-2016,29,Wholesale,USD,AXW291,19,11,5,2800.6,14003,2380.51
7444,07-09-2016,5,Wholesale,USD,GUT930,36,1,7,1125.6,7879.2,596.568
7445,08-09-2016,22,Wholesale,USD,AXW291,15,5,7,5889.3,41225.1,4711.44
7446,08-09-2016,9,Export,USD,NXH382,57,7,12,1045.2,12542.4,846.612
7447,08-09-2016,15,Distributor,USD,AXW291,3,9,9,5071.9,45647.1,4311.115
7448,08-09-2016,48,Export,USD,GUT930,38,7,8,2358.4,18867.2,1815.968
7449,08-09-2016,6,Distributor,USD,GUT930,35,1,7,1909.5,13366.5,801.99
7450,09-09-2016,33,Distributor,USD,AXW291,2,13,9,884.4,7959.6,548.328
7451,09-09-2016,32,Export,USD,GUT930,37,2,11,944.7,10391.7,472.35
7452,09-09-2016,44,Wholesale,USD,AXW291,14,13,5,3658.2,18291,2487.576
7453,09-09-2016,38,Export,USD,AXW291,18,13,12,730.3,8763.6,452.786
7454,09-09-2016,34,Wholesale,USD,AXW291,5,13,12,3852.5,46230,3082
7455,09-09-2016,45,Distributor,USD,NXH382,59,1,6,1045.2,6271.2,449.436
7456,10-09-2016,15,Distributor,USD,AXW291,10,2,12,1896.1,22753.2,796.362
7457,10-09-2016,10,Distributor,USD,FLR025,61,3,8,1045.2,8361.6,637.572
7458,10-09-2016,31,Wholesale,USD,NXH382,58,2,5,1112.2,5561,633.954
7459,10-09-2016,28,Wholesale,USD,AXW291,28,4,5,1025.1,5125.5,717.57
7460,11-09-2016,3,Wholesale,USD,AXW291,1,1,10,1011.7,10117,556.435
7461,11-09-2016,44,Wholesale,USD,AXW291,14,7,5,3892.7,19463.5,2763.817
7462,11-09-2016,48,Wholesale,USD,GUT930,39,11,7,2338.3,16368.1,1823.874
7463,11-09-2016,37,Wholesale,USD,NXH382,49,2,10,227.8,2278,102.51
7464,11-09-2016,8,Wholesale,USD,NXH382,57,1,9,1078.7,9708.3,765.877
7465,12-09-2016,46,Wholesale,USD,GUT930,36,1,9,1038.5,9346.5,747.72
7466,12-09-2016,4,Export,USD,AXW291,20,2,7,3296.4,23074.8,2340.444
7467,12-09-2016,45,Distributor,USD,NXH382,47,11,8,1038.5,8308,425.785
7468,12-09-2016,27,Distributor,USD,FLR025,60,11,6,2592.9,15557.4,2100.249
7469,12-09-2016,27,Export,USD,NXH382,49,10,11,2425.4,26679.4,1600.764
7470,12-09-2016,11,Wholesale,USD,NXH382,58,5,11,5078.6,55864.6,4113.666
7471,13-09-2016,38,Wholesale,USD,NXH382,51,1,5,1065.3,5326.5,543.303
7472,13-09-2016,15,Wholesale,USD,GUT930,43,7,5,1762.1,8810.5,1444.922
7473,13-09-2016,25,Distributor,USD,FLR025,64,4,7,2599.6,18197.2,1819.72
7474,13-09-2016,43,Wholesale,USD,AXW291,8,1,10,2646.5,26465,1482.04
7475,13-09-2016,28,Export,USD,GUT930,37,9,12,951.4,11416.8,780.148
7476,13-09-2016,2,Export,USD,AXW291,2,13,11,2432.1,26753.1,1970.001
7477,14-09-2016,2,Distributor,USD,FLR025,62,1,5,5916.1,29580.5,4673.719
7478,14-09-2016,5,Wholesale,USD,AXW291,12,9,8,1139,9112,694.79
7479,14-09-2016,24,Export,USD,GUT930,45,8,12,2546,30552,1884.04
7480,14-09-2016,28,Distributor,USD,FLR025,64,1,10,931.3,9313,530.841
7481,14-09-2016,45,Distributor,USD,AXW291,26,1,9,3953,35577,3360.05
7482,14-09-2016,27,Wholesale,USD,AXW291,12,2,7,3068.6,21480.2,2454.88
7483,15-09-2016,17,Distributor,USD,NXH382,56,10,9,944.7,8502.3,566.82
7484,15-09-2016,33,Distributor,USD,AXW291,13,9,7,1239.5,8676.5,842.86
7485,15-09-2016,34,Distributor,USD,NXH382,51,7,11,2338.3,25721.3,1286.065
7486,15-09-2016,10,Distributor,USD,AXW291,7,5,5,2445.5,12227.5,1760.76
7487,16-09-2016,30,Distributor,USD,AXW291,11,7,6,214.4,1286.4,145.792
7488,16-09-2016,19,Wholesale,USD,AXW291,13,1,10,877.7,8777,561.728
7489,16-09-2016,19,Distributor,USD,AXW291,11,3,9,2398.6,21587.4,1703.006
7490,16-09-2016,44,Wholesale,USD,FLR025,63,5,8,3999.9,31999.2,2919.927
7491,16-09-2016,24,Wholesale,USD,NXH382,48,2,9,2412,21708,1664.28
7492,16-09-2016,14,Wholesale,USD,GUT930,33,5,10,2981.5,29815,1759.085
7493,16-09-2016,13,Wholesale,USD,GUT930,39,10,8,2351.7,18813.6,1293.435
7494,17-09-2016,29,Wholesale,USD,AXW291,6,2,10,1943,19430,796.63
7495,17-09-2016,24,Distributor,USD,AXW291,30,2,8,696.8,5574.4,292.656
7496,17-09-2016,11,Wholesale,USD,AXW291,12,7,8,1051.9,8415.2,557.507
7497,17-09-2016,47,Wholesale,USD,AXW291,20,1,6,4020,24120,2653.2
7498,17-09-2016,18,Distributor,USD,FLR025,63,1,9,1045.2,9406.8,836.16
7499,17-09-2016,2,Wholesale,USD,AXW291,8,2,9,750.4,6753.6,637.84
7500,17-09-2016,6,Wholesale,USD,GUT930,43,7,11,1192.6,13118.6,644.004
7501,17-09-2016,32,Distributor,USD,GUT930,42,1,8,3959.7,31677.6,2098.641
7502,18-09-2016,13,Wholesale,USD,NXH382,58,4,6,1996.6,11979.6,1417.586
7503,18-09-2016,28,Wholesale,USD,NXH382,50,7,8,837.5,6700,711.875
7504,18-09-2016,9,Distributor,USD,GUT930,45,1,7,1909.5,13366.5,1145.7
7505,18-09-2016,43,Distributor,USD,NXH382,59,9,10,1011.7,10117,799.243
7506,18-09-2016,32,Export,USD,AXW291,19,11,8,1695.1,13560.8,983.158
7507,19-09-2016,26,Wholesale,USD,AXW291,13,5,5,1701.8,8509,1412.494
7508,19-09-2016,12,Export,USD,GUT930,41,7,7,964.8,6753.6,588.528
7509,19-09-2016,8,Distributor,USD,GUT930,37,13,6,3557.7,21346.2,1814.427
7510,19-09-2016,33,Wholesale,USD,AXW291,4,9,9,3035.1,27315.9,1335.444
7511,19-09-2016,49,Distributor,USD,NXH382,57,1,9,1031.8,9286.2,650.034
7512,19-09-2016,20,Distributor,USD,FLR025,64,2,7,1179.2,8254.4,554.224
7513,19-09-2016,10,Distributor,USD,NXH382,49,1,7,5648.1,39536.7,3501.822
7514,20-09-2016,5,Wholesale,USD,AXW291,10,7,6,2519.2,15115.2,1914.592
7515,20-09-2016,15,Wholesale,USD,FLR025,61,3,6,1782.2,10693.2,1051.498
7516,20-09-2016,50,Wholesale,USD,AXW291,5,13,9,3758.7,33828.3,2706.264
7517,20-09-2016,8,Wholesale,USD,NXH382,59,1,9,1139,10251,592.28
7518,20-09-2016,12,Wholesale,USD,GUT930,35,2,11,254.6,2800.6,157.852
7519,20-09-2016,50,Wholesale,USD,GUT930,35,2,11,1929.6,21225.6,1138.464
7520,20-09-2016,32,Wholesale,USD,AXW291,15,5,11,3879.3,42672.3,2366.373
7521,20-09-2016,12,Distributor,USD,NXH382,50,9,7,2351.7,16461.9,1787.292
7522,21-09-2016,16,Wholesale,USD,AXW291,19,11,11,1139,12529,763.13
7523,21-09-2016,5,Wholesale,USD,GUT930,33,2,12,2010,24120,1005
7524,21-09-2016,32,Export,USD,NXH382,57,1,6,1172.5,7035,961.45
7525,21-09-2016,27,Export,USD,GUT930,36,5,10,1333.3,13333,533.32
7526,21-09-2016,43,Wholesale,USD,AXW291,3,1,11,5246.1,57707.1,3042.738
7527,22-09-2016,25,Wholesale,USD,AXW291,2,13,6,1159.1,6954.6,869.325
7528,22-09-2016,33,Wholesale,USD,AXW291,7,2,6,2921.2,17527.2,2307.748
7529,22-09-2016,3,Distributor,USD,AXW291,31,11,5,5165.7,25828.5,4235.874
7530,22-09-2016,29,Export,USD,GUT930,37,9,7,6291.3,44039.1,5158.866
7531,23-09-2016,32,Wholesale,USD,NXH382,59,2,10,1869.3,18693,1345.896
7532,23-09-2016,33,Wholesale,USD,GUT930,35,2,8,3959.7,31677.6,2930.178
7533,23-09-2016,8,Wholesale,USD,AXW291,23,1,6,2371.8,14230.8,1209.618
7534,23-09-2016,16,Wholesale,USD,GUT930,44,8,10,221.1,2211,90.651
7535,23-09-2016,26,Export,USD,GUT930,44,1,9,201,1809,102.51
7536,23-09-2016,45,Export,USD,AXW291,13,11,7,174.2,1219.4,120.198
7537,23-09-2016,1,Wholesale,USD,GUT930,40,7,7,1989.9,13929.3,1114.344
7538,24-09-2016,18,Wholesale,USD,AXW291,24,10,6,2566.1,15396.6,1950.236
7539,24-09-2016,45,Distributor,USD,AXW291,25,1,11,1112.2,12234.2,500.49
7540,24-09-2016,22,Wholesale,USD,NXH382,58,5,10,1708.5,17085,1383.885
7541,24-09-2016,24,Wholesale,USD,GUT930,32,1,10,924.6,9246,499.284
7542,24-09-2016,45,Wholesale,USD,AXW291,18,9,9,3899.4,35094.6,3275.496
7543,24-09-2016,37,Wholesale,USD,AXW291,18,13,5,1118.9,5594.5,850.364
7544,24-09-2016,39,Wholesale,USD,GUT930,39,1,8,683.4,5467.2,444.21
7545,24-09-2016,9,Wholesale,USD,AXW291,31,2,6,5333.2,31999.2,2986.592
7546,25-09-2016,43,Distributor,USD,AXW291,14,7,10,1748.7,17487,1381.473
7547,25-09-2016,43,Wholesale,USD,FLR025,62,2,5,221.1,1105.5,101.706
7548,25-09-2016,34,Distributor,USD,AXW291,23,11,11,1681.7,18498.7,1227.641
7549,25-09-2016,44,Wholesale,USD,AXW291,3,5,9,817.4,7356.6,531.31
7550,25-09-2016,42,Wholesale,USD,AXW291,8,2,6,964.8,5788.8,578.88
7551,25-09-2016,49,Export,USD,GUT930,43,11,8,978.2,7825.6,401.062
7552,26-09-2016,18,Wholesale,USD,AXW291,17,5,5,4006.6,20033,2043.366
7553,26-09-2016,48,Export,USD,GUT930,37,7,9,1038.5,9346.5,695.795
7554,26-09-2016,23,Wholesale,USD,AXW291,12,2,5,2452.2,12261,1741.062
7555,26-09-2016,42,Wholesale,USD,NXH382,57,7,7,1708.5,11959.5,1042.185
7556,27-09-2016,45,Distributor,USD,GUT930,42,6,5,5969.7,29848.5,4417.578
7557,27-09-2016,16,Wholesale,USD,GUT930,34,11,5,1902.8,9514,761.12
7558,27-09-2016,41,Distributor,USD,AXW291,15,2,12,2479,29748,1041.18
7559,27-09-2016,36,Wholesale,USD,AXW291,10,6,9,3289.7,29607.3,2500.172
7560,27-09-2016,39,Wholesale,USD,GUT930,44,8,8,1078.7,8629.6,787.451
7561,27-09-2016,22,Wholesale,USD,FLR025,65,3,6,2626.4,15758.4,1680.896
7562,27-09-2016,13,Wholesale,USD,AXW291,27,5,5,5487.3,27436.5,3292.38
7563,27-09-2016,3,Export,USD,AXW291,13,10,12,2639.8,31677.6,1293.502
7564,27-09-2016,46,Wholesale,USD,AXW291,6,13,6,1165.8,6994.8,512.952
7565,28-09-2016,37,Wholesale,USD,AXW291,19,11,6,1092.1,6552.6,797.233
7566,28-09-2016,22,Wholesale,USD,FLR025,66,9,9,6539.2,58852.8,2942.64
7567,28-09-2016,26,Wholesale,USD,AXW291,10,1,5,1105.5,5527.5,729.63
7568,28-09-2016,36,Wholesale,USD,AXW291,16,4,8,1098.8,8790.4,879.04
7569,28-09-2016,4,Distributor,USD,FLR025,66,7,10,884.4,8844,725.208
7570,28-09-2016,28,Wholesale,USD,GUT930,42,7,9,1755.4,15798.6,877.7
7571,28-09-2016,5,Distributor,USD,AXW291,16,1,12,1098.8,13185.6,648.292
7572,29-09-2016,23,Wholesale,USD,AXW291,21,11,12,1065.3,12783.6,458.079
7573,29-09-2016,32,Wholesale,USD,AXW291,7,2,12,1815.7,21788.4,980.478
7574,29-09-2016,42,Wholesale,USD,GUT930,42,5,8,5152.3,41218.4,2576.15
7575,29-09-2016,32,Wholesale,USD,GUT930,35,1,12,2579.5,30954,1212.365
7576,29-09-2016,48,Distributor,USD,NXH382,56,9,11,891.1,9802.1,356.44
7577,29-09-2016,50,Distributor,USD,GUT930,33,13,12,1038.5,12462,591.945
7578,29-09-2016,18,Distributor,USD,GUT930,44,9,9,951.4,8562.6,704.036
7579,29-09-2016,25,Wholesale,USD,AXW291,4,11,12,931.3,11175.6,651.91
7580,29-09-2016,24,Wholesale,USD,GUT930,38,5,5,3450.5,17252.5,2346.34
7581,30-09-2016,24,Distributor,USD,GUT930,42,2,12,998.3,11979.6,628.929
7582,30-09-2016,1,Wholesale,USD,GUT930,43,7,9,3932.9,35396.1,2831.688
7583,30-09-2016,24,Wholesale,USD,AXW291,11,5,10,3698.4,36984,3106.656
7584,30-09-2016,42,Distributor,USD,AXW291,21,7,8,1788.9,14311.2,966.006
7585,01-10-2016,33,Distributor,USD,GUT930,34,2,6,971.5,5829,777.2
7586,01-10-2016,42,Distributor,USD,NXH382,59,11,10,2525.9,25259,1742.871
7587,01-10-2016,5,Export,USD,AXW291,1,6,10,2391.9,23919,1363.383
7588,01-10-2016,42,Distributor,USD,AXW291,23,5,6,991.6,5949.6,743.7
7589,01-10-2016,14,Export,USD,NXH382,60,1,11,234.5,2579.5,157.115
7590,01-10-2016,24,Wholesale,USD,AXW291,29,10,12,3886,46632,1904.14
7591,01-10-2016,1,Wholesale,USD,AXW291,31,1,5,5246.1,26230.5,3619.809
7592,02-10-2016,42,Wholesale,USD,NXH382,59,9,9,3973.1,35757.9,2185.205
7593,03-10-2016,12,Wholesale,USD,NXH382,49,6,12,227.8,2733.6,107.066
7594,03-10-2016,47,Wholesale,USD,NXH382,51,9,9,167.5,1507.5,73.7
7595,03-10-2016,36,Distributor,USD,AXW291,12,7,6,1051.9,6311.4,662.697
7596,03-10-2016,35,Wholesale,USD,NXH382,56,5,10,2217.7,22177,1153.204
7597,04-10-2016,2,Export,USD,NXH382,57,2,12,1132.3,13587.6,951.132
7598,04-10-2016,34,Export,USD,GUT930,45,7,12,1085.4,13024.8,477.576
7599,04-10-2016,24,Wholesale,USD,NXH382,58,7,9,958.1,8622.9,603.603
7600,04-10-2016,46,Distributor,USD,NXH382,55,13,5,3651.5,18257.5,2409.99
7601,04-10-2016,11,Wholesale,USD,FLR025,65,7,11,1996.6,21962.6,1098.13
7602,04-10-2016,38,Distributor,USD,AXW291,24,5,5,3631.4,18157,2033.584
7603,04-10-2016,26,Wholesale,USD,FLR025,63,2,9,6472.2,58249.8,5371.926
7604,05-10-2016,2,Wholesale,USD,AXW291,30,7,12,1896.1,22753.2,1573.763
7605,05-10-2016,16,Wholesale,USD,NXH382,56,11,7,1835.8,12850.6,1193.27
7606,06-10-2016,25,Distributor,USD,NXH382,59,5,8,3966.4,31731.2,1626.224
7607,06-10-2016,30,Distributor,USD,AXW291,21,11,11,2860.9,31469.9,1316.014
7608,06-10-2016,11,Distributor,USD,NXH382,53,14,10,1983.2,19832,1606.392
7609,06-10-2016,41,Wholesale,USD,NXH382,47,7,9,1132.3,10190.7,622.765
7610,06-10-2016,6,Distributor,USD,NXH382,51,1,9,991.6,8924.4,436.304
7611,06-10-2016,28,Wholesale,USD,AXW291,30,7,5,2566.1,12830.5,1026.44
7612,07-10-2016,9,Distributor,USD,AXW291,17,5,6,1165.8,6994.8,617.874
7613,07-10-2016,32,Distributor,USD,AXW291,4,13,6,268,1608,152.76
7614,07-10-2016,40,Wholesale,USD,FLR025,61,10,11,214.4,2358.4,126.496
7615,07-10-2016,19,Wholesale,USD,NXH382,49,11,6,167.5,1005,125.625
7616,07-10-2016,18,Distributor,USD,AXW291,29,11,10,1139,11390,455.6
7617,07-10-2016,27,Distributor,USD,GUT930,34,11,10,2519.2,25192,1435.944
7618,07-10-2016,50,Export,USD,NXH382,47,13,8,2653.2,21225.6,1167.408
7619,08-10-2016,15,Distributor,USD,AXW291,5,2,5,167.5,837.5,142.375
7620,08-10-2016,13,Distributor,USD,GUT930,37,1,9,1963.1,17667.9,1629.373
7621,08-10-2016,4,Distributor,USD,AXW291,7,8,7,174.2,1219.4,74.906
7622,08-10-2016,45,Wholesale,USD,AXW291,30,14,7,3463.9,24247.3,2909.676
7623,09-10-2016,18,Export,USD,GUT930,42,11,7,4006.6,28046.2,3165.214
7624,09-10-2016,6,Export,USD,NXH382,55,9,11,3959.7,43556.7,1742.268
7625,09-10-2016,31,Export,USD,GUT930,42,9,8,1822.4,14579.2,1221.008
7626,09-10-2016,8,Wholesale,USD,FLR025,63,13,8,2311.5,18492,1525.59
7627,09-10-2016,3,Wholesale,USD,FLR025,66,7,10,891.1,8911,623.77
7628,10-10-2016,38,Export,USD,AXW291,23,5,5,207.7,1038.5,97.619
7629,10-10-2016,36,Distributor,USD,GUT930,32,2,8,1279.7,10237.6,678.241
7630,10-10-2016,2,Distributor,USD,GUT930,32,3,11,227.8,2505.8,100.232
7631,10-10-2016,14,Distributor,USD,GUT930,32,5,8,1018.4,8147.2,661.96
7632,11-10-2016,41,Distributor,USD,AXW291,1,2,10,3939.6,39396,1851.612
7633,11-10-2016,30,Distributor,USD,AXW291,31,1,7,1005,7035,572.85
7634,12-10-2016,26,Wholesale,USD,NXH382,56,6,9,1085.4,9768.6,835.758
7635,12-10-2016,29,Wholesale,USD,GUT930,44,13,10,3872.6,38726,2749.546
7636,12-10-2016,50,Distributor,USD,NXH382,56,5,9,4006.6,36059.4,2283.762
7637,12-10-2016,7,Distributor,USD,AXW291,7,11,12,234.5,2814,126.63
7638,12-10-2016,47,Wholesale,USD,NXH382,55,7,11,1078.7,11865.7,701.155
7639,13-10-2016,26,Distributor,USD,AXW291,18,14,5,2525.9,12629.5,1288.209
7640,13-10-2016,42,Wholesale,USD,GUT930,32,11,8,2385.2,19081.6,1645.788
7641,13-10-2016,40,Distributor,USD,AXW291,2,9,10,201,2010,168.84
7642,13-10-2016,34,Distributor,USD,NXH382,55,9,6,1051.9,6311.4,704.773
7643,13-10-2016,25,Wholesale,USD,AXW291,16,1,6,911.2,5467.2,446.488
7644,13-10-2016,28,Distributor,USD,FLR025,62,7,12,1748.7,20984.4,1206.603
7645,13-10-2016,49,Distributor,USD,NXH382,48,7,7,1252.9,8770.3,764.269
7646,13-10-2016,12,Distributor,USD,GUT930,46,4,7,3886,27202,2914.5
7647,13-10-2016,29,Wholesale,USD,AXW291,3,1,8,984.9,7879.2,827.316
7648,13-10-2016,9,Wholesale,USD,GUT930,45,2,12,1098.8,13185.6,846.076
7649,13-10-2016,36,Export,USD,AXW291,31,6,6,1132.3,6793.8,928.486
7650,14-10-2016,24,Wholesale,USD,FLR025,61,5,11,5239.4,57633.4,3824.762
7651,14-10-2016,40,Export,USD,AXW291,15,9,9,194.3,1748.7,108.808
7652,14-10-2016,47,Wholesale,USD,NXH382,50,5,12,2673.3,32079.6,1229.718
7653,14-10-2016,18,Export,USD,GUT930,35,13,10,938,9380,665.98
7654,15-10-2016,5,Distributor,USD,AXW291,2,13,11,2606.3,28669.3,1668.032
7655,15-10-2016,30,Wholesale,USD,AXW291,20,7,11,1025.1,11276.1,871.335
7656,15-10-2016,45,Distributor,USD,GUT930,33,5,9,247.9,2231.1,143.782
7657,15-10-2016,36,Export,USD,GUT930,40,1,7,1916.2,13413.4,1341.34
7658,16-10-2016,23,Wholesale,USD,AXW291,14,12,7,1721.9,12053.3,1084.797
7659,16-10-2016,22,Export,USD,NXH382,54,9,8,1038.5,8308,726.95
7660,16-10-2016,46,Wholesale,USD,AXW291,7,11,5,2921.2,14606,2103.264
7661,16-10-2016,21,Export,USD,GUT930,37,9,5,5031.7,25158.5,4226.628
7662,16-10-2016,28,Distributor,USD,AXW291,12,1,8,3859.2,30873.6,2083.968
7663,16-10-2016,43,Wholesale,USD,GUT930,42,2,7,991.6,6941.2,515.632
7664,16-10-2016,32,Wholesale,USD,NXH382,53,10,9,904.5,8140.5,361.8
7665,17-10-2016,19,Distributor,USD,AXW291,24,13,5,6365,31825,5028.35
7666,17-10-2016,17,Wholesale,USD,AXW291,24,11,9,1165.8,10492.2,606.216
7667,17-10-2016,33,Wholesale,USD,GUT930,35,9,8,3711.8,29694.4,2598.26
7668,17-10-2016,4,Wholesale,USD,FLR025,66,13,11,3959.7,43556.7,2138.238
7669,18-10-2016,40,Export,USD,AXW291,19,6,6,1031.8,6190.8,815.122
7670,18-10-2016,8,Wholesale,USD,AXW291,17,3,9,6365,57285,5219.3
7671,18-10-2016,16,Wholesale,USD,AXW291,5,2,7,2559.4,17915.8,1023.76
7672,18-10-2016,6,Distributor,USD,NXH382,59,1,9,6452.1,58068.9,4387.428
7673,19-10-2016,3,Wholesale,USD,AXW291,23,5,5,247.9,1239.5,111.555
7674,19-10-2016,28,Wholesale,USD,AXW291,8,2,6,1728.6,10371.6,1382.88
7675,19-10-2016,34,Wholesale,USD,GUT930,41,5,10,1132.3,11323,600.119
7676,19-10-2016,21,Wholesale,USD,AXW291,11,9,8,3953,31624,2608.98
7677,19-10-2016,10,Wholesale,USD,AXW291,3,1,11,998.3,10981.3,419.286
7678,19-10-2016,18,Wholesale,USD,NXH382,51,1,6,1072,6432,857.6
7679,20-10-2016,50,Export,USD,NXH382,47,9,11,5400.2,59402.2,2322.086
7680,20-10-2016,30,Wholesale,USD,AXW291,2,11,11,1755.4,19309.4,754.822
7681,20-10-2016,19,Export,USD,AXW291,19,11,6,2458.9,14753.4,1278.628
7682,20-10-2016,39,Distributor,USD,NXH382,53,10,10,1849.2,18492,887.616
7683,20-10-2016,3,Wholesale,USD,GUT930,40,2,5,1715.2,8576,1063.424
7684,20-10-2016,33,Wholesale,USD,GUT930,34,7,8,1011.7,8093.6,526.084
7685,20-10-2016,40,Distributor,USD,GUT930,38,4,8,1078.7,8629.6,798.238
7686,20-10-2016,5,Distributor,USD,FLR025,65,11,12,1011.7,12140.4,404.68
7687,20-10-2016,33,Wholesale,USD,AXW291,9,2,12,1025.1,12301.2,656.064
7688,21-10-2016,24,Distributor,USD,FLR025,61,9,9,1775.5,15979.5,1260.605
7689,21-10-2016,35,Wholesale,USD,GUT930,34,11,8,1112.2,8897.6,478.246
7690,21-10-2016,17,Wholesale,USD,NXH382,55,11,11,716.9,7885.9,465.985
7691,21-10-2016,14,Wholesale,USD,NXH382,52,6,7,2633.1,18431.7,1764.177
7692,21-10-2016,45,Distributor,USD,GUT930,44,11,10,871,8710,653.25
7693,22-10-2016,40,Wholesale,USD,GUT930,32,3,6,984.9,5909.4,512.148
7694,22-10-2016,14,Distributor,USD,GUT930,37,2,5,1105.5,5527.5,884.4
7695,22-10-2016,6,Distributor,USD,FLR025,65,11,10,3068.6,30686,1442.242
7696,22-10-2016,36,Wholesale,USD,AXW291,16,1,7,2371.8,16602.6,1541.67
7697,22-10-2016,36,Wholesale,USD,GUT930,38,1,12,3470.6,41647.2,2221.184
7698,22-10-2016,38,Distributor,USD,AXW291,12,7,11,180.9,1989.9,103.113
7699,22-10-2016,10,Export,USD,NXH382,47,3,11,1139,12529,945.37
7700,23-10-2016,5,Wholesale,USD,GUT930,31,7,8,850.9,6807.2,578.612
7701,23-10-2016,46,Wholesale,USD,NXH382,53,14,8,3055.2,24441.6,1894.224
7702,23-10-2016,10,Wholesale,USD,FLR025,62,2,11,2619.7,28816.7,1414.638
7703,23-10-2016,44,Wholesale,USD,AXW291,24,1,5,1983.2,9916,1685.72
7704,23-10-2016,16,Wholesale,USD,AXW291,6,2,7,3772.1,26404.7,1961.492
7705,23-10-2016,40,Export,USD,GUT930,39,6,9,221.1,1989.9,139.293
7706,23-10-2016,16,Export,USD,NXH382,60,2,6,864.3,5185.8,579.081
7707,23-10-2016,27,Wholesale,USD,NXH382,48,2,7,1715.2,12006.4,926.208
7708,24-10-2016,25,Export,USD,AXW291,30,7,8,5869.2,46953.6,2347.68
7709,24-10-2016,46,Wholesale,USD,AXW291,29,11,12,167.5,2010,97.15
